,Unnamed: 0.1,Unnamed: 0,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare,SA2_CODE21,SA2_NAME21,GCC_NAME21
6870,6870,6870,1,House,2024,750.0,56 golden grove,glen waverley,3150.0,3,2,-37.8747041,145.1770734,26.4782,1.72603,0.95123,1.96841,0.33111,1.1057,212051321,Glen Waverley - East,Greater Melbourne
6871,6871,6871,1,Unit,2024,545.0,1/18 cape street,eaglemont,3084.0,2,1,-37.76103870000001,145.0663311,14.13584,0.98406,0.77806,1.41013,0.69008,1.04695,209011201,Ivanhoe East - Eaglemont,Greater Melbourne
6872,6872,6872,0,Unit,2024,465.0,7/90 kavanagh street,southbank,3006.0,1,1,-37.824724,144.9631714,1.8403,0.6994,0.41808,1.44634,0.09719,1.25233,206041509,Southbank - East,Greater Melbourne
6873,6873,6873,0,Unit,2024,825.0,1401/157 a'beckett street,melbourne,3000.0,2,2,-37.810002,144.9588181,0.86052,0.63402,0.66215,0.42418,0.04839,0.44704,206041504,Melbourne CBD - North,Greater Melbourne
6874,6874,6874,1,House,2024,480.0,10 rushmore way,bonnie brook,3335.0,3,2,-37.7139995,144.6900791,36.47007,1.93355,0.24405,6.019939999999999,3.57546,6.58698,213041574,Fraser Rise - Plumpton,Greater Melbourne
6875,6875,6875,1,Unit,2024,750.0,2/25 rockley road,south yarra,3141.0,2,2,-37.8370187,144.9997816,5.60362,0.85415,0.28236,1.04477,0.88767,1.44899,206061515,South Yarra - North,Greater Melbourne
6876,6876,6876,1,Unit,2024,495.0,1017/1 ascot vale rd,flemington,3031.0,1,1,-37.7867825,144.9213168,5.36823,0.56161,0.3802,1.02104,0.85191,0.84494,206031115,Flemington,Greater Melbourne
6877,6877,6877,4,House,2024,1300.0,76 campbell street,kew,3101.0,4,2,-37.8024293,145.0578151,10.88049,1.52159,1.66406,3.34679,1.26974,1.23377,207011521,Kew - South,Greater Melbourne
6878,6878,6878,2,House,2024,550.0,54 solitude crescent,point cook,3030.0,4,2,-37.9048439,144.7220649,31.19302,1.2208800000000002,0.6720900000000001,5.74733,1.48856,3.08232,213051466,Point Cook - South,Greater Melbourne
6879,6879,6879,0,House,2024,330.0,803 malvern road,toorak,3142.0,1,1,-37.8502707,145.0211746,8.17919,0.5315599999999999,1.34184,0.85394,1.37258,1.7063199999999998,206061138,Toorak,Greater Melbourne
6880,6880,6880,2,House,2024,850.0,44 margaret street,box hill,3128.0,4,2,-37.8151886,145.1361607,21.19262,0.64844,0.40267,1.2672,1.15973,1.20051,207031163,Box Hill,Greater Melbourne
6881,6881,6881,2,Unit,2024,1175.0,606/360 st kilda road,melbourne,3000.0,3,2,-37.8318264,144.9710642,2.39819,0.4718,0.33482,1.73425,0.4167,1.5068499999999998,206051512,South Melbourne,Greater Melbourne
6882,6882,6882,1,Unit,2024,500.0,4/10 brentwood street,bentleigh,3204.0,2,1,-37.9335027,145.0447797,21.14482,0.8563,1.15076,1.31084,1.12793,0.69414,208021174,Bentleigh - McKinnon,Greater Melbourne
6883,6883,6883,2,House,2024,580.0,11 marcus road,templestowe lower,3107.0,3,1,-37.77085100000001,145.1036732,15.55213,0.37338,0.88767,5.01724,0.8726499999999999,0.43882,207021160,Templestowe Lower,Greater Melbourne
6884,6884,6884,2,House,2024,490.0,14 cloughs road,mernda,3754.0,4,2,-37.594574,145.0804427,32.48774,1.44825,0.78307,2.71219,1.18676,1.17088,209041531,Mernda - North,Greater Melbourne
6885,6885,6885,2,House,2024,580.0,42 dublin street,tarneit,3029.0,4,2,-37.8449192,144.6415069,32.393860000000004,1.15639,0.59585,12.47991,2.20002,4.236350000000001,213051582,Tarneit (West) - Mount Cottrell,Greater Melbourne
6886,6886,6886,2,Townhouse,2024,580.0,1/35a union grove,springvale,3171.0,2,1,-37.9537637,145.1539059,28.86989,0.22393,0.44898,1.39404,0.45758,0.2678899999999999,212041317,Springvale,Greater Melbourne
6887,6887,6887,2,House,2024,715.0,17 hillpark drive,mornington,3931.0,3,2,-38.2178385,145.0652521,71.53761,2.43077,1.3728399999999998,2.74935,1.25998,2.48381,214021591,Mornington - East,Greater Melbourne
6888,6888,6888,2,House,2024,480.0,27 oaklands crescent,frankston,3199.0,3,2,-38.1387441,145.1395703,52.94435,0.36125,2.85714,3.32239,1.78759,1.25737,214011372,Frankston North,Greater Melbourne
6889,6889,6889,1,Studio,2024,400.0,7/6-12 raglan place,south melbourne,3205.0,1,1,-37.8377152,144.9633595,3.49066,0.5754,0.21352,3.1291100000000003,0.8389500000000001,0.68255,206051512,South Melbourne,Greater Melbourne
6890,6890,6890,2,House,2024,510.0,12 dotterel street,beveridge,3753.0,4,2,-37.4785826,144.9569689,46.96521,1.69626,2.21221,13.12863,12.92724,18.18406,209041224,Wallan,Greater Melbourne
6891,6891,6891,2,House,2024,490.0,6 papillon parade,tarneit,3029.0,4,2,-37.8473787,144.6638766,30.12379,1.24301,0.23211,4.7521,1.5878,1.96629,213051585,Tarneit - South,Greater Melbourne
6892,6892,6892,0,Unit,2024,315.0,315/1 queens avenue,hawthorn,3122.0,1,1,-37.8226997,145.0429826,9.53494,0.23817,0.2274,0.37141,1.2186,1.58981,207011520,Hawthorn - South,Greater Melbourne
6893,6893,6893,1,House,2024,570.0,88 sixth avenue,altona north,3025.0,3,1,-37.8365031,144.8496575,13.09649,0.2379399999999999,0.20463,4.07133,0.64466,1.34571,213021343,Altona North,Greater Melbourne
6894,6894,6894,1,Townhouse,2024,550.0,3/5 lord weaver grove,bonbeach,3196.0,2,1,-38.0645608,145.1187308,49.61099,1.18096,1.16375,0.44495,1.27142,3.76084,208031186,Chelsea - Bonbeach,Greater Melbourne
6895,6895,6895,1,Unit,2024,790.0,1201e/888 collins street,docklands,3008.0,2,2,-37.8204734,144.9425146,2.5259,0.20166,0.1401,1.46545,0.09294,0.81655,206041118,Docklands,Greater Melbourne
6896,6896,6896,0,Studio,2024,325.0,30/234 warrigal road,camberwell,3124.0,1,1,-37.8494057,145.0955482,14.24205,0.26099,0.75939,2.45537,0.15806,0.8618300000000001,207011149,Camberwell,Greater Melbourne
6897,6897,6897,3,House,2024,450.0,4 grange court,hoppers crossing,3029.0,3,1,-37.8861706,144.6828577,30.34811,1.48195,0.52562,2.5249,0.97176,1.40246,213051362,Hoppers Crossing - South,Greater Melbourne
6898,6898,6898,1,Unit,2024,990.0,5/44 lansell rd,toorak,3142.0,3,2,-37.8345328,145.0190069,6.90436,0.2052199999999999,0.27738,0.34389,1.8585,3.3231,206061138,Toorak,Greater Melbourne
6899,6899,6899,1,Unit,2024,485.0,202a/1 manna gum court,coburg,3058.0,1,1,-37.737388,144.9761037,10.21368,1.6621400000000002,1.76347,1.87176,0.92325,1.38718,206011497,Coburg - East,Greater Melbourne
6900,6900,6900,2,House,2024,750.0,24 laluma street,essendon,3040.0,3,2,-37.7512503,144.904493,11.32366,0.90896,0.8034199999999999,1.80627,1.3519100000000002,2.74062,206031501,Essendon (West) - Aberfeldie,Greater Melbourne
6901,6901,6901,2,House,2024,530.0,22 kobi street,tarneit,3029.0,4,2,-37.8355103,144.6347381,32.23067,2.08673,2.13787,14.24424,2.33388,5.31448,213051582,Tarneit (West) - Mount Cottrell,Greater Melbourne
6902,6902,6902,1,Unit,2024,470.0,5/243 flemington road,north melbourne,3051.0,1,1,-37.7935361,144.9466541,3.26486,0.38395,0.67313,0.93192,0.78806,0.68121,206041506,North Melbourne,Greater Melbourne
6903,6903,6903,4,House,2024,640.0,298 hyde street,yarraville,3013.0,4,1,-37.8231428,144.8952791,8.219190000000001,0.53875,0.73512,1.32071,0.24395,1.53612,213031352,Yarraville,Greater Melbourne
6904,6904,6904,0,Unit,2024,365.0,11/58 alma rd,st kilda east,3183.0,1,1,-37.8626178,145.0005983,8.22242,0.70186,0.77265,1.63395,0.90001,0.83192,206051134,St Kilda East,Greater Melbourne
6905,6905,6905,2,House,2024,650.0,49 lister avenue,sorrento,3943.0,4,2,-38.3514405,144.7553859,47.35547,2.31901,0.68688,46.87995,2.74194,3.40217,214021383,Point Nepean,Greater Melbourne
6906,6906,6906,1,Unit,2024,680.0,2/111 disraeli street,kew,3101.0,2,1,-37.7985619,145.0405759,9.33117,0.83188,0.31054,3.86872,0.81887,1.25208,207011522,Kew - West,Greater Melbourne
6907,6907,6907,1,Unit,2024,495.0,4/37 paxton street,malvern east,3145.0,2,1,-37.8705969,145.054045,13.05662,0.6267,0.86614,1.04236,1.65705,1.43547,208041195,Malvern East,Greater Melbourne
6908,6908,6908,0,Unit,2024,480.0,2702/288 spencer street,melbourne,3000.0,1,1,-37.8138136,144.9520272,1.3205,0.4143199999999999,0.81167,0.5268200000000001,0.2036,1.5680999999999998,206041505,Melbourne CBD - West,Greater Melbourne
6909,6909,6909,2,House,2024,630.0,18 milano road,burnside,3023.0,4,2,-37.7468822,144.754991,29.59894,0.4658,0.4710899999999999,4.09869,2.07566,3.50198,213041461,Burnside,Greater Melbourne
6910,6910,6910,3,House,2024,460.0,13 woolpack street,hoppers crossing,3029.0,3,1,-37.8690732,144.6687334,30.98574,0.48568,0.33957,4.38412,2.00868,2.48413,213051362,Hoppers Crossing - South,Greater Melbourne
6911,6911,6911,2,House,2024,450.0,62 crowlands circuit,eynesbury,3338.0,4,2,-37.7934067,144.5431029,66.49479,0.82875,3.43113,13.78044,11.5799,37.46592,213041573,Eynesbury - Exford,Greater Melbourne
6912,6912,6912,1,House,2024,590.0,51 david street,brunswick,3056.0,2,1,-37.7696425,144.9625495,5.17539,0.18963,0.41213,0.69912,0.39355,0.3610799999999999,206011496,Brunswick - South,Greater Melbourne
6913,6913,6913,0,House,2024,600.0,51 rankins road,kensington,3031.0,2,1,-37.7901567,144.9320259,4.996779999999999,0.44537,0.18578,0.68837,0.34062,0.49748,206041121,Kensington (Vic.),Greater Melbourne
6914,6914,6914,2,Townhouse,2024,1390.0,460 albion street,brunswick west,3055.0,3,2,-37.7586758,144.9420305,7.97253,0.42551,0.404,1.94453,0.24103,0.82904,206011107,Brunswick West,Greater Melbourne
6915,6915,6915,0,Unit,2024,520.0,901/557 little lonsdale street,melbourne,3000.0,1,1,-37.813306,144.9553567,0.97573,0.21944,0.46668,0.27353,0.69941,0.8142699999999999,206041505,Melbourne CBD - West,Greater Melbourne
6916,6916,6916,1,Unit,2024,525.0,9/403 toorak road,south yarra,3141.0,1,1,-37.8403868,145.0044789,5.72384,0.40905,0.6316900000000001,0.91009,0.32322,1.06572,206061515,South Yarra - North,Greater Melbourne
6917,6917,6917,2,House,2024,550.0,21 livorno lane,point cook,3030.0,3,2,-37.885947,144.7417435,25.57063,0.8222,1.31231,4.1921800000000005,1.45266,1.31281,213051580,Point Cook - North East,Greater Melbourne
6918,6918,6918,2,House,2024,600.0,33 guernsey street,clyde north,3978.0,4,2,-38.1022347,145.3343241,52.37152,1.9751,0.43254,6.18214,1.66269,3.62223,212031556,Clyde North - South,Greater Melbourne
6919,6919,6919,2,House,2024,590.0,28 neville drive,rye,3941.0,3,2,-38.3697506,144.8029804,52.12775,2.71268,1.70597,41.23678,2.78871,8.32807,214021383,Point Nepean,Greater Melbourne
6920,6920,6920,1,House,2024,530.0,11 brigette court,lalor,3075.0,3,2,-37.6704965,145.0008018,19.39737,0.81163,0.92914,3.19606,1.44356,1.26871,209041530,Lalor - West,Greater Melbourne
6921,6921,6921,1,House,2024,500.0,9 selby way,donnybrook,3064.0,4,2,-37.5468403,144.9611367,38.52168,2.94834,0.29311,1.44455,2.86258,9.74053,209041225,Whittlesea,Greater Melbourne
6922,6922,6922,1,Unit,2024,500.0,g02/2 mansard lane,collingwood,3066.0,1,1,-37.8060109,144.986772,3.12268,0.6533,0.56667,1.2019300000000002,0.91326,0.6990599999999999,206071141,Collingwood,Greater Melbourne
6923,6923,6923,2,Unit,2024,1500.0,1/128 millswyn street,south yarra,3141.0,2,2,-37.8340802,144.9808866,3.30752,0.72848,0.40026,1.64935,1.28183,2.1052,206041125,South Yarra - West,Greater Melbourne
6924,6924,6924,1,Unit,2024,500.0,305/7 dudley street,caulfield east,3145.0,2,1,-37.8803455,145.0475662,13.9693,0.89555,0.1935,1.07633,1.01518,2.01906,208021177,Caulfield - North,Greater Melbourne
6925,6925,6925,1,Townhouse,2024,620.0,3/16b katoomba street,hampton east,3188.0,2,2,-37.934677,145.0346048,18.753,0.77619,0.6543300000000001,0.5197200000000001,0.62946,0.5551200000000001,208011172,Hampton,Greater Melbourne
6926,6926,6926,1,House,2024,1000.0,28 cotter street,richmond,3121.0,3,1,-37.8308141,144.9993684,4.808439999999999,0.28432,0.16966,0.82574,0.99967,1.33979,206071517,Richmond (South) - Cremorne,Greater Melbourne
6927,6927,6927,0,Unit,2024,580.0,5/113 addison street,elwood,3184.0,2,1,-37.8811019,144.9800915,9.26343,0.20276,0.46869,2.66504,0.96604,1.3249000000000002,206051129,Elwood,Greater Melbourne
6928,6928,6928,1,Unit,2024,550.0,106/907 dandenong road,malvern east,3145.0,2,1,-37.8764085,145.0463208,13.50744,0.7105,0.92919,0.95054,0.88198,1.20728,208041195,Malvern East,Greater Melbourne
6929,6929,6929,2,House,2024,550.0,4 cranwell street,craigieburn,3064.0,4,2,-37.5838463,144.9281886,33.40973,1.0919100000000002,1.9167,3.2191,2.07593,0.94287,210051442,Craigieburn - North,Greater Melbourne
6930,6930,6930,1,Unit,2024,550.0,6/122 stephensons road,mount waverley,3149.0,3,1,-37.8689809,145.1308167,23.16842,0.06488,0.5879800000000001,0.89127,1.1672,3.34147,212051323,Mount Waverley - North,Greater Melbourne
6931,6931,6931,2,House,2024,1595.0,5 hargreaves street,fitzroy,3065.0,3,2,-37.8008374,144.9833553,3.26679,0.4458999999999999,0.13069,1.6543800000000002,0.12468,0.17197,206071142,Fitzroy,Greater Melbourne
6932,6932,6932,1,Unit,2024,650.0,3701/61 haig street,southbank,3006.0,2,1,-37.8276686,144.9566961,2.23623,0.70305,0.5229600000000001,1.17252,0.2433499999999999,0.8560399999999999,206041508,Southbank (West) - South Wharf,Greater Melbourne
6933,6933,6933,2,House,2024,470.0,14 herbert street st,avondale heights,3034.0,3,1,-37.7685641,144.8576734,13.52417,0.7712100000000001,0.3572599999999999,6.49944,0.65411,0.7343,210011533,Avondale Heights,Greater Melbourne
6934,6934,6934,1,Unit,2024,600.0,6/216 belmore road,balwyn,3103.0,2,1,-37.8044483,145.0887193,15.18651,0.79752,0.579,3.2410300000000003,0.41736,1.55152,207011147,Balwyn,Greater Melbourne
6935,6935,6935,2,Unit,2024,675.0,6/881 doncaster road,doncaster east,3109.0,2,2,-37.78713279999999,145.1467706,20.91746,0.92177,0.43382,5.15675,0.25464,1.27946,207021425,Doncaster East - South,Greater Melbourne
6936,6936,6936,0,Unit,2024,540.0,2/6 langville court,malvern east,3145.0,2,1,-37.8826615,145.0558651,15.07096,0.56138,1.56855,0.82443,0.46999,0.64885,208041195,Malvern East,Greater Melbourne
6937,6937,6937,2,House,2024,580.0,85 pioneer drive,aintree,3336.0,4,2,-37.726081,144.6631747,36.96905,0.60691,0.7415700000000001,2.93862,0.92528,8.95997,213041359,Rockbank - Mount Cottrell,Greater Melbourne
6938,6938,6938,0,Unit,2024,630.0,801/8 breavington way,northcote,3070.0,2,2,-37.7680681,145.0022377,7.79364,0.45491,0.10037,0.91714,0.09068,0.42349,206021499,Northcote - East,Greater Melbourne
6939,6939,6939,1,Unit,2024,700.0,1005/47 claremont street,south yarra,3141.0,2,1,-37.8363781,144.9939543,4.93867,0.98783,0.6694,0.37929,0.56167,1.60506,206061515,South Yarra - North,Greater Melbourne
6940,6940,6940,1,House,2024,580.0,10 camden court,glen waverley,3150.0,4,2,-37.8778149,145.184215,26.99691,1.04932,0.94202,2.85882,0.96369,1.99611,212051321,Glen Waverley - East,Greater Melbourne
6941,6941,6941,1,Unit,2024,435.0,g03/55-57 barkly street,mordialloc,3195.0,1,1,-38.0028777,145.0880912,34.19743,0.29867,0.52725,0.71437,0.5746100000000001,1.0583,208031193,Mordialloc - Parkdale,Greater Melbourne
6942,6942,6942,2,Townhouse,2024,870.0,2/277 springvale road,nunawading,3131.0,4,3,-37.8288445,145.1744829,25.16178,1.21103,0.7356699999999999,1.23566,1.19839,1.05889,211041271,Nunawading,Greater Melbourne
6943,6943,6943,1,Unit,2024,520.0,211/120a greville street,prahran,3181.0,1,1,-37.8493487,144.9909994,5.3934,0.49892,0.90533,0.14617,0.6305299999999999,0.55502,206061136,Prahran - Windsor,Greater Melbourne
6944,6944,6944,2,House,2024,470.0,123 silvereye crescent,werribee,3030.0,4,2,-37.8807174,144.6724463,30.36654,2.3903600000000003,0.14866,3.73265,1.17551,1.41604,213051467,Werribee - East,Greater Melbourne
6945,6945,6945,1,Unit,2024,680.0,4/19 mcilwriath st,carlton,3053.0,2,1,-37.7847054,144.9678012,3.79499,0.4684,0.20451,2.16762,1.44611,0.83416,206071140,Carlton North - Princes Hill,Greater Melbourne
6946,6946,6946,2,House,2024,1300.0,5 manatee avenue,mount eliza,3930.0,5,4,-38.186592,145.0743258,71.42816,0.04852,2.14627,7.5937,2.4965900000000003,2.34933,214021381,Mount Eliza,Greater Melbourne
6947,6947,6947,0,Unit,2024,630.0,1b1b/370 queen street,melbourne,3000.0,1,1,-37.8101314,144.9587648,0.80648,0.57873,0.8895,0.36889,0.1964499999999999,0.3930099999999999,206041504,Melbourne CBD - North,Greater Melbourne
6948,6948,6948,0,House,2024,575.0,24 summerhill rd,maidstone,3012.0,3,1,-37.7905844,144.8825198,9.36007,0.48883,0.45556,1.70572,0.97142,0.61587,213031347,Braybrook,Greater Melbourne
6949,6949,6949,2,House,2024,900.0,1/59 purnell street,altona,3018.0,3,3,-37.8673595,144.806443,19.86775,0.61339,0.71396,0.84815,0.8326399999999999,3.79767,213021341,Altona,Greater Melbourne
6950,6950,6950,2,House,2024,1200.0,102 empress rd,surrey hills,3127.0,3,2,-37.8208209,145.0954758,12.46408,1.35104,0.0928799999999999,0.73711,0.6072000000000001,1.68816,207011155,Surrey Hills (West) - Canterbury,Greater Melbourne
6951,6951,6951,0,Unit,2024,730.0,4418/220 spencer street,melbourne,3000.0,2,2,-37.8156946,144.9529132,1.09602,0.6771900000000001,1.07658,0.30316,0.10172,1.34444,206041505,Melbourne CBD - West,Greater Melbourne
6952,6952,6952,0,Unit,2024,520.0,602/318 little lonsdale st,melbourne,3000.0,1,1,-37.8115806,144.9602845,0.5354500000000001,0.6455299999999999,0.8772300000000001,1.32165,0.34775,0.37177,206041504,Melbourne CBD - North,Greater Melbourne
6953,6953,6953,1,Unit,2024,570.0,11/22 leonard crescent,ascot vale,3032.0,2,2,-37.784844,144.9066374,7.33091,0.8893300000000001,0.70554,2.99002,1.41946,2.81034,206031113,Ascot Vale,Greater Melbourne
6954,6954,6954,1,Unit,2024,350.0,8/18 bute street,murrumbeena,3163.0,1,1,-37.8937183,145.0705119,15.95007,1.39463,1.03178,0.58963,2.36364,0.56729,208021181,Murrumbeena,Greater Melbourne
6955,6955,6955,1,Unit,2024,800.0,5/124 napier street,fitzroy,3065.0,2,2,-37.8043493,144.979934,2.37576,0.81501,0.74663,1.34693,0.2531,1.3570799999999998,206071142,Fitzroy,Greater Melbourne
6956,6956,6956,3,Townhouse,2024,1550.0,26a campbell grove,hawthorn east,3123.0,3,2,-37.8336628,145.0495064,11.23427,0.8664299999999999,0.44237,1.5706,1.14647,1.23541,207011152,Hawthorn East,Greater Melbourne
6957,6957,6957,1,Townhouse,2024,600.0,233 outlook drive,dandenong north,3175.0,3,2,-37.9404621,145.2143342,29.405900000000003,1.1564100000000002,0.66876,6.29873,2.34489,0.78166,212041312,Dandenong North,Greater Melbourne
6958,6958,6958,1,Unit,2024,590.0,403/70 dorcas street,southbank,3006.0,2,1,-37.8307587,144.9675355,2.53149,0.44215,0.11231,1.86756,0.20244,0.91192,206041509,Southbank - East,Greater Melbourne
6959,6959,6959,1,Unit,2024,500.0,211/9 commercial road,melbourne,3004.0,1,1,-37.8452869,144.9797891,4.15535,0.73329,0.4606,1.3723299999999998,1.43303,0.46498,206041125,South Yarra - West,Greater Melbourne
6960,6960,6960,1,Unit,2024,830.0,1503/408 spencer street,west melbourne,3003.0,2,2,-37.81058609999999,144.9505353,1.72831,0.34046,0.38793,0.83027,0.59153,0.8832000000000001,206041510,West Melbourne - Residential,Greater Melbourne
6961,6961,6961,1,Unit,2024,650.0,1/20 railway parade,pascoe vale,3044.0,3,1,-37.7288423,144.9280828,11.43378,2.26705,0.44647,0.22263,0.20614,2.16572,210031538,Pascoe Vale,Greater Melbourne
6962,6962,6962,2,House,2024,500.0,1 farm court,bacchus marsh,3340.0,4,2,-37.6656402,144.4205145,62.65192,2.96584,2.10486,3.83662,2.4822,2.50938,213041353,Bacchus Marsh,Greater Melbourne
6963,6963,6963,2,House,2024,530.0,47 numbat drive,beveridge,3753.0,4,2,-37.4776778,144.9643953,45.92138,1.81609,2.33204,12.084790000000002,11.8834,17.14023,209041224,Wallan,Greater Melbourne
6964,6964,6964,1,Unit,2024,695.0,g03/7 riversdale road,hawthorn,3122.0,2,2,-37.8276245,145.0262356,7.41078,0.4068,0.24497,0.96589,0.7827799999999999,1.09811,207011520,Hawthorn - South,Greater Melbourne
6965,6965,6965,0,Unit,2024,480.0,503/250 city road,southbank,3006.0,1,1,-37.8257169,144.9597894,1.93424,1.42452,0.98411,2.1190900000000004,0.75437,1.21249,206041508,Southbank (West) - South Wharf,Greater Melbourne
6966,6966,6966,2,Unit,2024,770.0,1/82 hopetoun avenue,brunswick west,3055.0,3,2,-37.751999,144.9336131,8.00359,1.30164,0.30122,2.74435,1.28506,1.14874,206011107,Brunswick West,Greater Melbourne
6967,6967,6967,1,Unit,2024,530.0,313/1050 mt alexander road,essendon,3040.0,2,2,-37.7483971,144.9133872,10.42055,0.69345,0.3982099999999999,1.04176,1.16756,2.6692,206031502,Essendon - East,Greater Melbourne
6968,6968,6968,1,Unit,2024,460.0,2/14 bride avenue,hampton park,3976.0,2,1,-38.0289797,145.2576897,40.59768,0.5459299999999999,0.98939,2.52509,1.46549,3.68198,212031562,Hampton Park - West,Greater Melbourne
6969,6969,6969,1,House,2024,550.0,48 lytton street,glenroy,3046.0,3,1,-37.7071193,144.9097164,13.69533,0.4483,0.42401,0.79825,0.74664,0.7915399999999999,210031536,Glenroy - West,Greater Melbourne
6970,6970,6970,1,Unit,2024,320.0,4/24 melbourne st,murrumbeena,3163.0,1,1,-37.8888919,145.0675724,15.231459999999998,0.67601,0.5871799999999999,0.28462,1.02774,0.10633,208021181,Murrumbeena,Greater Melbourne
6971,6971,6971,0,Unit,2024,915.0,1410/7 siddeley street,docklands,3008.0,2,2,-37.8215124,144.9545467,1.6211,1.72769,0.3841,0.5573899999999999,1.12529,0.63991,206041118,Docklands,Greater Melbourne
6972,6972,6972,1,Unit,2024,645.0,302/300 young street,fitzroy,3065.0,2,1,-37.7974169,144.9799056,3.06642,1.12737,0.8115,1.91052,0.30374,0.9015,206071142,Fitzroy,Greater Melbourne
6973,6973,6973,2,House,2024,680.0,4 kara walk,vermont south,3133.0,3,2,-37.84671060000001,145.1976368,32.53923,0.7084199999999999,0.26237,4.10742,2.69567,1.71195,211041273,Vermont South,Greater Melbourne
6974,6974,6974,0,Unit,2024,370.0,3/61 holywood grove,carnegie,3163.0,1,1,-37.8856796,145.0520457,14.86886,0.72566,1.56194,1.06343,0.75874,0.73205,208021176,Carnegie,Greater Melbourne
6975,6975,6975,2,House,2024,575.0,28 beach grove,seaford,3198.0,3,2,-38.0976212,145.1268386,51.43656,1.27573,1.13278,1.24946,0.7523099999999999,4.97201,214011375,Seaford (Vic.),Greater Melbourne
6976,6976,6976,2,House,2024,850.0,77 chi avenue,keysborough,3173.0,4,2,-38.0060558,145.1661195,38.60104,0.8633099999999999,0.92825,6.2442,1.27087,3.19471,212041566,Keysborough - South,Greater Melbourne
6977,6977,6977,0,Unit,2024,840.0,3707/119 a'beckett street,melbourne,3000.0,2,2,-37.8095779,144.9600855,0.68883,0.94768,0.54132,1.47503,0.30143,0.3254499999999999,206041504,Melbourne CBD - North,Greater Melbourne
6978,6978,6978,2,House,2024,750.0,1 peace street,glen iris,3146.0,4,2,-37.8633793,145.0649254,12.53578,0.43742,0.59063,1.69878,1.3485,0.18414,207011150,Glen Iris - East,Greater Melbourne
6979,6979,6979,1,House,2024,650.0,71 barclay avenue,croydon,3136.0,3,1,-37.8112414,145.2966234,33.98399,1.33624,0.36724,3.35885,3.72765,1.2306400000000002,211031450,Croydon - East,Greater Melbourne
6980,6980,6980,0,Unit,2024,1400.0,262/183 city road,southbank,3006.0,2,2,-37.8247376,144.9617561,1.94739,1.05989,0.20704,1.78304,0.23016,1.04129,206041509,Southbank - East,Greater Melbourne
6981,6981,6981,0,Unit,2024,600.0,1004/81 abeckett street,melbourne,3000.0,1,1,-37.8092536,144.961181,0.6243500000000001,0.90978,0.50342,1.41054,0.064,0.2609599999999999,206041504,Melbourne CBD - North,Greater Melbourne
6982,6982,6982,1,Unit,2024,750.0,508/69 flemington road,north melbourne,3051.0,2,2,-37.7992098,144.9538969,2.2156,0.94433,0.56541,1.85284,0.05182,0.3009,206041506,North Melbourne,Greater Melbourne
6983,6983,6983,1,House,2024,680.0,82 north street,ascot vale,3032.0,3,1,-37.7756541,144.9229093,6.15481,0.25484,0.6683,0.47402,0.67318,1.14208,206031113,Ascot Vale,Greater Melbourne
6984,6984,6984,1,Unit,2024,550.0,6/144 hawthorn road,caulfield north,3161.0,1,1,-37.8737991,145.0242981,11.05164,0.15231,0.88805,1.46067,0.20762,0.4166,208021177,Caulfield - North,Greater Melbourne
6985,6985,6985,2,Townhouse,2024,1150.0,5b taylor street,thornbury,3071.0,4,3,-37.7523535,144.987585,8.845709999999999,0.72253,0.28655,1.38655,0.24096,2.12035,206021112,Thornbury,Greater Melbourne
6986,6986,6986,2,House,2024,710.0,58 chenin street,wollert,3750.0,5,2,-37.5935919,144.9985881,33.48586,1.11699,2.2616,8.633120000000002,4.176810000000001,7.53368,209041437,Wollert,Greater Melbourne
6987,6987,6987,1,Unit,2024,670.0,8/98 railway place,williamstown,3016.0,3,1,-37.8598108,144.8919604,13.60453,0.78477,0.6737799999999999,0.6313099999999999,0.99194,1.37551,213021346,Williamstown,Greater Melbourne
6988,6988,6988,3,House,2024,550.0,2/108 main hurstbridge road,diamond creek,3089.0,3,1,-37.6748794,145.1630564,29.71912,0.28207,0.8755700000000001,0.99084,0.42537,0.44818,209031215,Wattle Glen - Diamond Creek,Greater Melbourne
6989,6989,6989,2,House,2024,510.0,6 cobb junction,sydenham,3037.0,3,2,-37.699279,144.7680548,26.41634,0.99203,1.7212,1.54585,0.77728,2.10837,213011339,Sydenham,Greater Melbourne
6990,6990,6990,1,Unit,2024,680.0,803/8 montrose street,hawthorn east,3123.0,2,2,-37.8229863,145.0461937,9.86294,0.60019,0.62591,0.5022099999999999,1.5466099999999998,1.20598,207011152,Hawthorn East,Greater Melbourne
6991,6991,6991,1,House,2024,590.0,24 viola circuit,clyde,3978.0,3,2,-38.124011,145.3631109,57.23075,9.80644,1.80228,14.02539,6.7896,4.96408,212031303,Cranbourne South,Greater Melbourne
6992,6992,6992,1,House,2024,985.0,7/93 oxford street,collingwood,3066.0,2,1,-37.8042294,144.9845096,2.87305,0.28669,0.17151,1.31659,0.34786,0.45433,206071141,Collingwood,Greater Melbourne
6993,6993,6993,1,Unit,2024,325.0,5/23 broadmeadows rd,tullamarine,3043.0,2,1,-37.705705,144.878859,16.39749,0.42861,0.38798,7.02673,2.52132,2.0904000000000003,210051250,Tullamarine,Greater Melbourne
